username,sold_price,designer,score,transaction,category_1,category_2,category_3,description,sub_title,image_count,size,color,condition,feedback_count
quasivibe,15,Streetwear x The North Face,5,78,Vintage Menswear,Vintage Bottoms,Vintage Shorts,"Small stains on leg( last photo)
Size M
Length 53 cm
Waist 40 cm
Fast shipping worldwide
Send me your offer!",The north face casual hiking cargo shorts TNF ✅FREE SHIP✅,6,Men's / US 34 / EU 50,Grey,Used,20
Make_Your_Style,45,Outdoor Life x Streetwear,5,89,The North Face Menswear,The North Face Bottoms,The North Face Casual Pants,"❗️Used
📌 Condition 9/10 very good 👍🏻
📏 See measurements for size.
Worldwide shipping within 2 working days after payment, with tracking number after sending the package 📦
Delivery to the USA about 16-36 days depending on the state / UPS express delivery about 7 days cost 25$ ✈️
Delivery to Europe 16-36 days depending on your location / Express delivery UPS about 7 days cost 25$
Write to us to clarify the details of the transaction. ✈️

Your purchase is important to us🇺🇦",The North Face Men’s Cargo Pants,8,Men's / US 32 / EU 48,Black,Gently Used,27
arnavdotga6499,189,The North Face,5,21,The North Face Menswear,The North Face Outerwear,The North Face Heavy Coats,"Brand new never worn
700 down deep purple colorway
Very warm",Purple nuptse 700 down,4,Men's / US M / EU 48-50 / 2,Purple,New,4
panda_vintage,99,The North Face x Vintage,5,570,Vintage Menswear,Vintage Outerwear,Vintage Bombers,"CHECK MY PROFILE FOR MORE ITEMS 😇
Please read the description before purchasing !
THIS ITEM :
Size : XS
Condition : good Vintage
LITTLE RULES :
-Shipinig Worldwide
-We usually ship the package within 24 hours
-please provide your phone number needed for shipping when you buy the item
Please contact us, we will be happy to answer all your questions 💪🏻
Have a nice day !",Vintage The north Face Puffer Jacket Brown down,4,Men's / US XS / EU 42 / 0,Brown,Used,204
surreal,50,The North Face,5,233,The North Face Menswear,The North Face Outerwear,The North Face Light Jackets,"This versatile lightweight puffer is very warm, slightly waterproof and has great mobility because of the tech cut pattern. No flaws and barley worn. Color is indistinguishable between black/dark grey and all stitching is done in grey with light silver north face logo.",Tech puffer shell jacket,3,Men's / US M / EU 48-50 / 2,Black,Gently Used,182
silkway,120,The North Face,5,2628,The North Face Menswear,The North Face Outerwear,The North Face Heavy Coats,"instagram: silkway.vintage
⠀
SIZE ON TAG : S
ACTUAL SIZE MEASUREMENT :
shoulder to shoulder - 45 cm
pit to pit - 53 cm
back of neck to bottom - 68 cm
CONDITION : 9/10
Some items are in used condition and will show signs of wear, please see the condition of the item as detailed in the description and note any defects shown in pictures of the items.
⠀
SHIPPING:
Sending within 24 hours after payment.
Please leave your phone number on the note while make a purchase. This item will be ship along with Tracking Number after received a completed payment.
Shipping usually takes 10-20 business days to USA / Europe and 20-30 days to Canada / Asia / Other
PAYMENT: PAYPAL ONLY
Please pay close attention to measurements provided.
Do not rely on tag size as pre-worn items may have been altered, stretched or shrunk & vintage sizes do not directly translate the modern sizes.The best way to ensure a right fit is to compare our measurements with the measurements of a similar item that you know fits you well.Please enlarge the photos for clearer image.
FOLLOW MY SHOP and check other items, regular updates and price drops!
You also can buy bulk but please offer me reasonable price. Please do not hesitate to contact me if you have any inquiries. Only positive reviews, check them out
OPEN TO OFFERS",The North Face Puffer Down Jacket Size S,9,Men's / US S / EU 44-46 / 1,Black,Gently Used,1003
TheBeatle,55,The North Face,5,252,The North Face Menswear,The North Face Tops,The North Face Sweatshirts Hoodies,"Green
Fits men’s large
90s
9 outa 10 condition",North face Denali fleece,3,Men's / US L / EU 52-54 / 3,Forest green,Used,136
virtualrealitycoffeehouse,51,Streetwear x The North Face,5,196,Vintage Menswear,Vintage Outerwear,Vintage Light Jackets,Classic piece essential for gorpcore fits,TNF Denali Fleece,4,Men's / US M / EU 48-50 / 2,Black,Gently Used,80
soggyt,70,Streetwear x The North Face,5,1049,Vintage Menswear,Vintage Outerwear,Vintage Light Jackets,"Vintage the north face mountain parka
90s
Red
Shows general signs of use
Stain on front
Missing some zipper teeth, but still zips fine and has snaps as well
Tear in lining fabric, refer to photos",Vintage the north face mountain parka 90s guide gore-tex,12,Men's / US L / EU 52-54 / 3,Red,Used,529
selected_garments,23,The North Face,5,3531,The North Face Menswear,The North Face Tops,The North Face Long Sleeve T Shirts,"condition : 8/10 very good
size L japan but fit like a good S international
Send from France
measurement shown on pictures
Fit very well and confortable , heavy quality
Send 1/3 days after payment
I'm open to offer as long as it's repectable, but I CAN'T skip the shipping cost FROM FRANCE, it's VERY Expensive. Send with good protection and tracking number tho.
my other items : https://www.grailed.com/users/myitems/316978
rate :
10/10 NEW
9/10 like NEW (worn 1/3times)
8/10 excellent condition, no stains
7/10 good condition
.....",H8 the north face japan longsleeve heather coton S,5,Men's / US S / EU 44-46 / 1,Grey gray,Gently Used,2202
Van_goghe1,170,Outdoor Life x The North Face,5,431,Vintage Menswear,Vintage Outerwear,Vintage Heavy Coats,"Good Condition
Size M
a little fluff in the sleeves
Without Hood
Shipping to USA, Canada 3-4 week
Shipping to Europe 2-3 week
Due to the war that Russia has started in my country, delivery times may change
Look carefully at the measurements
Please check add photos
See all my items
I’m open for your offers",Vintage The North Face 700 Nuptse Down Puffer Jacket 1996,12,Men's / US M / EU 48-50 / 2,Black,Gently Used,106
artman99,70,The North Face,5,11,The North Face Menswear,The North Face Tops,The North Face Sweatshirts Hoodies,Fleece Hoodie very comfortable very warm,North Face Fleece Hoodie,1,Men's / US S / EU 44-46 / 1,Brown,New,1
I_SPY_VTG,190,Streetwear x The North Face,5,132,Vintage Menswear,Vintage Outerwear,Vintage Heavy Coats,"Men’s size medium. Black North Face 700 fill down puffer jacket. Minor discoloration noted in photo on one sleeve, otherwise excellent condition. Please check measurements listed below to ensure proper fit.",The North Face Men’s Puffer 700 Nuptse Jacket,8,Men's / US M / EU 48-50 / 2,Black,Gently Used,57
Van_goghe1,70,Outdoor Life x The North Face,5,431,Vintage Menswear,Vintage Tops,Vintage Sweaters Knitwear,"8/10 Condition
Size L
Actually colour dark green
Rare Item
Shipping to USA, Canada 3-4 week
Shipping to Europe 2-3 week
Due to the war that Russia has started in my country, delivery times may change
Look carefully at the measurements
Please check add photos
See all my items
I’m open for your offers",Vintage The North Face 90s Retro Fleece Jacket,16,Men's / US L / EU 52-54 / 3,Khaki,Gently Used,106
RichDuck,42,Streetwear x The North Face,5,331,Vintage Menswear,Vintage Tops,Vintage Sweaters Knitwear,"Please see all photos
Please follow me for daily updates.
1)Returns and Refunds Policy
-NO RETURNS AND REFUNDS
Carefully check description and measurements of actual item
Check photos (defects, tags) and time of delivery
2) DELIVERY.
Worldwide delivery 7-28 days
Shipping to Canada takes a month or more
PLEASE DO NOT LEAVE NEGATIVE AND NEUTRAL FEEDBACK WITHOUT MY LEADING AND SOLUTION OF THE SITUATION.",The North Face vintage fleece Size:M,8,Men's / US M / EU 48-50 / 2,Blue,Gently Used,116
UnwontedVintage,40,The North Face,5,23,The North Face Menswear,The North Face Tops,The North Face Sweatshirts Hoodies,"The north face Made in USA Sweater
Fire color !",Vintage 90s The North Face Sweater,3,Men's / US M / EU 48-50 / 2,Black,Used,8
miamistylists,315,Supreme x The North Face,5,9,Supreme Menswear,Supreme Outerwear,Supreme Light Jackets,Brand New with tags,Apogee Jacket,8,Men's / US XL / EU 56 / 4,Black,New,4
goodfortunesouls,87,The North Face,5,9,The North Face Womenswear,The North Face Outerwear,The North Face Vests,"The North Face Black & White Puffer Vest 700. Size M (women’s) and made with real goose down.
Condition is good, no rips or tears, but slight yellowing and a couple of stains. 8/10 overall.
Open to negotiation, DM for international shipping.",The North Face Black & White Puffer Vest 700,5,Women's / M / US 6-8 / IT 42-44,White,Gently Used,6
DanDanClothes,18,The North Face,5,5,The North Face Menswear,The North Face Outerwear,The North Face Light Jackets,"Jacket is in Great condition, Fleece is still very soft and has only been used a few times. No tears, holes or Stains. Please feel free to ask any questions or send an offer.",North face quater zip Fleece Long Sleeve Shirt Men’s Large,5,Men's / US L / EU 52-54 / 3,Black,Gently Used,1
simple-people,220,Outdoor Life x The North Face,5,4193,Vintage Menswear,Vintage Outerwear,Vintage Heavy Coats,"FOLLOW MY SHOP TO CHECK DAILY UPDATES & PRICE DROPS
Vintage The North Face Retro Nuptse Puffer Jacket
Size L
P2P - 25''
Length - 27.5''
Jacket is in very good pre-owned condition
Shipping options:
- standard shipping in 7-15 days
- priority in 3-5 business days (price will be more)",Vintage The North Face Retro Nuptse Puffer Jacket,12,Men's / US L / EU 52-54 / 3,Black,Gently Used,1482
archive_relist,100,The North Face x Vintage,5,90,Vintage Menswear,Vintage Outerwear,Vintage Bombers,"100% authentic
Please check measurements
Get discount if u buy more then 1item from me!
Follow my shop / check my other items
Woldwide shipping/ Open to offers",Vintage The North Face nyptse down jacket,6,Men's / US M / EU 48-50 / 2,Red,Gently Used,23
bondspace99,28,The North Face,5,65,The North Face Menswear,The North Face Outerwear,The North Face Light Jackets,"Clean No holes
Condition 9/10",The north face Gray light jacket,8,Men's / US S / EU 44-46 / 1,Grey,Gently Used,20
Waldos,150,The North Face x Vintage,,4,Vintage Menswear,Vintage Outerwear,Vintage Heavy Coats,"Gently used
8/10 condition
Stitched up rip on the back
Message me for more details",North Face Nupste 700,4,Men's / US M / EU 48-50 / 2,Red,Gently Used,1
DaniilNovikov,150,The North Face,5,856,The North Face Menswear,The North Face Outerwear,The North Face Bombers,"We are glad to see you on our page. Every day a new product
Follow us)
Description 📎
Worldwide shipping:
Great condition 👍
Size : M
🙏🏻Please , before you make a purchase see all the photos (size). Make sure that you check all details
. Ask about everything what you want , because👇🏻
❗️(NO RETURNS)❗️
✅PayPal only !!!
Follow my page.
Check the next items.
To regular customers discounts❤️",The North Face Down Jacket 700 Hayvent,5,Men's / US M / EU 48-50 / 2,Blue,Gently Used,351
808steveo,49,The North Face,5,37,The North Face Menswear,The North Face Outerwear,The North Face Light Jackets,"The North Face Blue Puffer Jacket L
Great condition. No flaws.",The North Face Blue Puffer Jacket L,3,Men's / US L / EU 52-54 / 3,Blue,Used,6
Mr_RealDeal,55,Outdoor Life x Streetwear,5,377,The North Face Menswear,The North Face Outerwear,The North Face Light Jackets,"FOLLOW MY SHOP✅
HAVE REGULAR THE PRICE DROP AND NEW DROP EVERY WEEK🔥🔥🔥
_____________________________________
Lightweight membrane jacket with embroidered tune and back logo. The condition is excellent, the membrane will protect against wind and moisture.
_____________________________________
I am ready to listen to your suggestions regarding the price💵💶💷
❗️Huge request to write your phone number in case of purchase❗️
Worldwide shipping from Europe WITH TRACKING NUMBER 🌎🌍🌏
Sending within 48 hours after payment.
And usually takes 15-18 business days. TAX Free.
No returns , PayPal only. Good luck
FOLLOW MY SHOP AND THIS LOT
REGULAR HAVE THE PRICE DROP
AND LOOK MY OTHER LOTS",The North Face HyVent Jacket,11,Men's / US XXL / EU 58 / 5,Olive,Gently Used,151
curb_cowboy,69,The North Face,5,23,The North Face Menswear,The North Face Outerwear,The North Face Raincoats,"size S but fits a little roomy to wear a crew neck underneath
hood cinch to adjust for comfortable fit
two side zippered pockets
mesh interior
north face dryvent is both waterproof and breathable",NorthFace Rain Jacket,15,Men's / US S / EU 44-46 / 1,Black,Gently Used,5
simple-people,135,Outdoor Life x The North Face,5,4193,Vintage Menswear,Vintage Outerwear,Vintage Light Jackets,"FOLLOW MY SHOP TO CHECK DAILY UPDATES & PRICE DROPS
Vintage The North Face Hyvent Shell Jacket
Size XL
P2P - 26.5''
Length - 31.5''
Jacket is in very good pre-owned condition
Shipping options:
- standard shipping in 7-15 days
- priority in 3-5 business days (price will be more)",Vintage The North Face Hyvent Shell Jacket,12,Men's / US XL / EU 56 / 4,Black,Gently Used,1482
ncik-12,615,Supreme x The North Face,5,46,Supreme Menswear,Supreme Outerwear,Supreme Heavy Coats,"super clean, worn a few times",The North Face x Supreme Liberty Baltoro,4,Men's / US M / EU 48-50 / 2,Black,Gently Used,12
mg5595,150,The North Face,5,227,The North Face Menswear,The North Face Outerwear,The North Face Heavy Coats,Worn 20-30 times but still in perfect shape,Nuptse 1996 Puffer,4,Men's / US M / EU 48-50 / 2,Black,Gently Used,148
Jackweir,18,The North Face,5,2,The North Face Menswear,The North Face Tops,The North Face Short Sleeve T Shirts,White North Face Tee Red Logo,White North Face Tee,3,Men's / US M / EU 48-50 / 2,White,Gently Used,1
mimons,190,The North Face,5,30,The North Face Menswear,The North Face Outerwear,The North Face Heavy Coats,"XL but fits a large well
Goose Down
Worn but no defects
Nylon",The North Face Black Puffer Coat 700,7,Men's / US XL / EU 56 / 4,Black,Used,5
urbanpioneer,165,Barneys New York x The North Face,5,1060,Barneys New York Menswear,Barneys New York Outerwear,Barneys New York Raincoats,"you won’t find another one, extremely rare collab
msrp $765 hyvent 2L rain shell with synthetic insulation at the upper body
magnetic snap closure placket over full front zip
don’t miss out",north face x barney’s indigo shibori print rain jacket,9,Men's / US M / EU 48-50 / 2,Blue,New,789
CesareoShorty69,160,The North Face,5,29,The North Face Menswear,The North Face Outerwear,The North Face Heavy Coats,Barely worn,The North Face IC Nuptse Jacket South Korea,7,Men's / US S / EU 44-46 / 1,White,Gently Used,1
VintagePirates,105,The North Face,5,231,The North Face Menswear,The North Face Outerwear,The North Face Light Jackets,"The North Face Summit Series 800 Vintage Puffer Jacket, good condition 🔥 has few stains ""here and there"", no damages, men’s size S, green color with black , 22 pit to pit , 27 inch long , 33 mid neck to sleeve edge.
Price marked accordingly and include US free shipping and fee✈️ 😉",The North Face Summit Series 800 Vintage Puffer Jacket,4,Men's / US S / EU 44-46 / 1,Green with black,Gently Used,129
prodnitetime,70,The North Face,5,27,The North Face Menswear,The North Face Outerwear,The North Face Light Jackets,Worn 1x no flaws,North Face 700 Nuptse Vest,3,Men's / US XS / EU 42 / 0,Yellow,Gently Used,4
skyhighvtg,40,Streetwear x The North Face,5,1148,Vintage Menswear,Vintage Bottoms,Vintage Casual Pants,Great condition,Y2K North Face Zip Off Cargos,7,Men's / US 33,Black,Gently Used,503
realswagga,65,The North Face x Vintage,5,417,Vintage Menswear,Vintage Bottoms,Vintage Casual Pants,"Read the description before purchasing🙏
Size: fitted on S (men's) , M women's
Condition: perfect
IF YOU NEED MEASUREMENTS OR YOU HAVE ANY QUESTION YOU CAN WRITE ME!
Some required reading:
• All my items is 100% authentic, most items purchased from authorized retailers
• All questions BEFORE purchase
• Prices in listings without ""offer"" button is absolutely non-negotiable
• I'm located in EUROPE, 10-30 days average delivery time to US & EU, parcels trackable within all way but track code after border crossing sometimes is not tracked
• Check the correctness of your address and recipient name, most parcels signature required
• After purchase, write your phone number for the parcel
• Dispatching within 12-48 hours after purchase
• All parcels marked like gift with $25-50 value
• Delays can happen in case if customs in your country can’t accept parcel quickly, this process is out of my control, please understand it
• All responsibility for custom taxes on you
• Trades NOT welcome, don't offer me your illiquid s",Vintage The North Face Multipocket Zip Ski Pants,10,Men's / US 28 / EU 44,Black,Gently Used,146
wavesdontdye,140,Brain Dead x The North Face,5,363,The North Face Menswear,The North Face Outerwear,The North Face Vests,"Been sitting in the closet for years
Selling both CW
Retail: $240
Offers welcome, lowballs ignored
Details:
Inspired by 1968 Sierra Parka. Oversized boxy fit for layering. Transparent down proof rip-stop with durable water-repellant (DWR) finish with 80g Heatseeker insulation. Mixed media fabric application. Oversized center front 2-way zipper. Dual entry pockets with wrap around feature to an interior drop-in pocket. Interior co-branded collection patch, interior labels and locker loop.
Material: 20D 45g 100% Nylon Ripstop; Pocketing: 57g 40D 100% Nylon Ripstop; Back Mesh Pocket: 155g 100% Polyester Mesh
Color: Vintage White",THE NORTH FACE X BRAIN DEAD 68 SIERRA VEST,4,Men's / US L / EU 52-54 / 3,Yellow,Gently Used,119
ble55ed911,150,Outdoor Life x Streetwear,5,195,The North Face Menswear,The North Face Outerwear,The North Face Light Jackets,"📩 Open to your offers!
Please do not forget to write your phone number after placing your order!
Be sure to see all the photos, measurements, and carefully read the description!
❓ I will answer all your questions at any time, about the item and delivery.
✔️ Subscribe and check out my others item’s!
___
⚫️ Nike Vintage Big Logo Swoosh Brown y2k sweatshirt.
⚫️ Perfect condition.
⚫️ Size L-XL. (XL on tag, but also good for L size, check measurements)
🔗 Shipment occurs within 2 business days of ordering.
NO REFUNDS!
We use standard international postage service. All items will be send in the period of 2 working days, after this we have no any influence on quality of postage services working and don't take responsibility for different delivery delays.
No refunds due to long delivery time!",The North Face Gore Tex Summit Series Nylon Jacket,10,Men's / US L / EU 52-54 / 3,Black,Gently Used,57
S33,92,Nanamica x The North Face,5,145,Nanamica Menswear,Nanamica Tops,Nanamica Shirts Button Ups,"Up for sale is one brand new with tags The North Face Purple Label Oxford in a sz XL. It is brand new with tags. Purple is designed by Nanamica and only available in Japan.
All items stored in smoke free environment",The North Face Purple Label white Oxford sp22 sz XL NEW,5,Men's / US XL / EU 56 / 4,White,New,43
blacksquirrelvintage,100,Hype x The North Face,5,1270,Vintage Menswear,Vintage Outerwear,Vintage Heavy Coats,"Good condition
Color is best represented in the first picture",Vintage North Face Gore-Tex Shell Jacket Supreme Style,10,Men's / US XL / EU 56 / 4,Hunter green,Gently Used,611
songsforasapling,40,The North Face,5,446,The North Face Womenswear,The North Face Outerwear,The North Face Jackets,"9/10 condition. Lightly worn with minor pilling.
Marked as a girl's size large, comfortably fits a women's size small. Check measurements.
Shoulder width: 14 in.
Pit to pit: 18 in.
Body length: 22 in.
Sleeve underside: 17 in.",Vintage The North Face Fleece Jacket,4,Women's / S / US 4 / IT 40,Black,Used,169
JakesClothingCo,27,Streetwear x The North Face,5,756,The North Face Menswear,The North Face Bottoms,The North Face Shorts,"The North Face Casual Nylon Lounge Shorts - Tan / 34 x 6.5
- In amazing shape, brand new
- Brand new condition, BNWOT
( Brand New Without Tags )
- Super clean pair, cool design
- Nice tan colour, crispy logo hit
Tagged : Large
Measures : 34 x 6.5",The North Face Casual Nylon Lounge Shorts - Tan / 34 x 6.5,7,Men's / US 34 / EU 50,Tan,New,250
pieceslosangeles,60,The North Face,5,18,The North Face Menswear,The North Face Outerwear,The North Face Vests,"size on tag M
chest 21 length 26
condition 9/10",the north face summit series vest wind casual zip pockets,6,Men's / US M / EU 48-50 / 2,Brown,Used,4
Lovewithoute,75,Made In Usa x The North Face,5,491,Vintage Menswear,Vintage Outerwear,Vintage Light Jackets,"Vintage 80s Made in USA the north face fleece jacket. The jacket is in great condition for its age and has no major flaws. The fleece has zippers under the armpits for breathability. Tagged men’s Large and fits true to size. Great essential for outdoor activities or just everyday wear. Can provide measurements.
Tags:
#vintage #thenorthface #fleece #Patagonia #ski",Vintage 80s The North Face Fleece Jacket size L,10,Men's / US L / EU 52-54 / 3,Red,Used,225
simple-people,90,Outdoor Life x The North Face,5,4193,Vintage Menswear,Vintage Outerwear,Vintage Light Jackets,"FOLLOW MY SHOP TO CHECK DAILY UPDATES & PRICE DROPS
Vintage 90s The North Face Goretex Mountain Jacket
Size L
P2P - 24.5''
Length - 30.5''
Jacket is in very good pre-owned condition
Shipping options:
- standard shipping in 7-15 days
- priority in 3-5 business days (price will be more)",Vintage The North Face Goretex Mountain Jacket,9,Men's / US L / EU 52-54 / 3,Red black,Gently Used,1482
TommyMqueen,120,Streetwear x The North Face,5,6,The North Face Menswear,The North Face Outerwear,The North Face Bombers,"Down jacket in high-top colour, goes full size XL 🔥
I live in Ukraine 🇺🇦and the delivery of the package may be delayed due to problems in the country
to send the parcel write your phone number,email address,state,zip code,full address❗️
I LIKE OFFERS
Dispatch on order day or next one
If you have any questions - write me
Delivery:
-European countries 14-24 days
-USA 21-36 days
-Other countries 21-45 days
Please check all details and photos
See my other lots and follow my profile",The North Face vintage puffer jacket 550 brown,12,Men's / US XL / EU 56 / 4,Brown,Gently Used,3
cinq-boro-luxe,232,G Shock x Supreme,5,284,Supreme Menswear,Supreme Accessories,Supreme Jewelry Watches,Dope,Digital Watch FW22,2,ONE SIZE,Black,New,148
black_heart,170,Streetwear x The North Face,5,722,Vintage Menswear,Vintage Bottoms,Vintage Sweatpants Joggers,"PLEASE READ THE DESCRIPTION!!! DON’T BE SHY TO ASK ANY QUESTION: - WE DO COMBINE SHOPPING. WE ONLY SHIP WORLDWIDE. НHAPPY SHOPPING WITH US.
Vintage The North Face Nylon Pants / Carhartt Shirt
Brand: - The North Face / Carhartt
Size On Tag: - M
Please see the actual measurements: - ( All measurements were taken lying flat)
Actual size Manual Measurements (approximately) :
WAIST : cm
LENGTH : cm
INSEAM : cm
LEG OPENING : cm
THIGH : cm
FRONT RISE : cm
Condition: USED CLOTHING
PLEASE LEAVE YOUR PHONE NUMBER ON THE NOTE WHILE MAKE A PURCHASE AND PLEASE MAKE SURE YOUR ADDRESS IS COMPLETE AND CORRECT
Don’t Worry About Customs Tax or Fees. I usually Declare all Items as ‘Gift’ & Declare Value of Item Lower then Original Price. All Items are Sold “ AS IS “ so Please be Sure to Read The Entire Description and Look at All The Pictures.
ATTENTION:
Please pay close attention to measurements provided.
Do not rely on tag size as pre-worn items may have been altered, stretched or shrunk & vintage sized do not directly translate the modern sizes. The best way to ensure a correct fit is to compare our measurements with the measurements of a similar item that you know fits you well. Please enlarge the photos for clearer image.
THANKS FOR YOUR VISIT",Vintage The North Face Nylon Pants / Carhartt Shirt,22,Men's / US 32 / EU 48,Brown,Used,265
Eugene2129,15,The North Face,5,111,The North Face Menswear,The North Face Bottoms,The North Face Shorts,"- essential pair of shorts with signature strap on front
- no flaws",The North Face khaki Hiking shorts,4,Men's / US 32 / EU 48,Beige,Gently Used,71
,30,Sportswear x The North Face,5,,The North Face Menswear,The North Face Bottoms,The North Face Casual Pants,"The North Face Summit Series Apex Pants Medium Gray Hiking Outdoors Winter
The pants are in good condition with photos showing light wear (Measurements in photo with size tag).
Will be shipped the Same or following day of purchase. Feel free to message me with any questions.",The North Face Summit Series Apex Pants Medium Gray Hiking,9,Men's / US 30 / EU 46,Grey,Used,
jakecall42,69,Supreme x The North Face,5,34,Supreme Menswear,Supreme Accessories,Supreme Supreme,This beanie is gently used. Open to negotiate.,Supreme North Face Beanie,2,ONE SIZE,White,Gently Used,18
Andypacific,116,The North Face,5,8,The North Face Menswear,The North Face Outerwear,The North Face Vests,"BRAND NEW WITH TAGS
RARE DESIGN NORTH FACE DOWN VEST WITH REMOVABLE HOOD
FLEECE OINED HAND POCKETS
DRAW CORDS TO HEM AND HOOD",THE NORTH FACE HIMALAYAN PHLEGO DOWN VEST LARGE BLACK,6,Men's / US L / EU 52-54 / 3,Black,New,1
SumnerVintage,22,The North Face,5,17,The North Face Menswear,The North Face Bottoms,The North Face Shorts,"Green The North Face Flash Dry Lined Shorts Size Medium.
Measurements
Flat 16.5""
Length 18""
Inseam 7.5""
IKU: 22.9.5.2",The North Face Flash Dry Lined Shorts Size M Green,5,Men's / US 33,Green,Gently Used,7
waterinmyshoes,61,Streetwear x The North Face,5,2746,Vintage Menswear,Vintage Bottoms,Vintage Sweatpants Joggers,"Vintage TNF cargos
Size 30
Condition good , few spots
🚩FREE SHIPPING TO US & EUROPE
Don’t be shy, i’ll try to answer all your questions.
OPEN TO OFFERS AND BUNDLE DEALS
❗️NO RETURNS, ask and check everything before purchase.
🍭Thank you for viewing my item, look at another ones - you may find something interesting.",Vintage The North Face Cargo Pants Cream,9,Men's / US 30 / EU 46,Cream,Gently Used,1115
Listedd,30,Streetwear x The North Face,5,6621,Vintage Menswear,Vintage Outerwear,Vintage Light Jackets,"Used Condition Check Dimensions Before Buying
15804",Vintage North Face Denali Jacket,4,Men's / US XL / EU 56 / 4,Black,Used,2552
AveStore,45,The North Face,5,1014,The North Face Menswear,The North Face Bottoms,The North Face Shorts,"THE NORTH FACE
Shorts in good condition (they have small flaw shown at the picture, despite of it they are in perfect shape, no stains, no dirt, no discolorations)
Size M
Full lenght - 53 cm",The North Face TNF Shorts,10,Men's / US 32 / EU 48,Beige,Used,338
Grail-Goblin,49,Streetwear x The North Face,5,90,Vintage Menswear,Vintage Tops,Vintage Sweatshirts Hoodies,"Vintage The North Face Denali Fleece Zip-Up Jacket Ski/Snowboard
- 21 x 26 youth XL fits adult medium
- 22.5-inch sleeves
- Perfect layering piece for ski/snow",Vintage The North Face Denali Fleece Zip-Up Jacket,7,Men's / US M / EU 48-50 / 2,Black,Used,28
simple-people,80,Outdoor Life x The North Face,5,4193,Vintage Menswear,Vintage Outerwear,Vintage Light Jackets,"FOLLOW MY SHOP TO CHECK DAILY UPDATES & PRICE DROPS
Vintage The North Face Hyvent Shell Jacket
Size M
P2P - 23''
Length - 30''
Jacket is in very good pre-owned condition
Shipping options:
- standard shipping in 7-15 days
- priority in 3-5 business days (price will be more)",Vintage The North Face Hyvent Shell Jacket,16,Men's / US M / EU 48-50 / 2,Military green,Used,1482
BYELSE,90,Outdoor Life x The North Face,5,29,The North Face Menswear,The North Face Accessories,The North Face Bags Luggage,"DESCRIPTION DETAILS.
# The North Face Convert Sling Bag
# Colour Black
# New
FAQ & INFO
# Please drop your phone number, directly after purchase.
# Only accept Paypal
# On Hand Stock. Ship worldwide with USPS takes 10 days to arrive.
# Worry less about Tax/Fees. Item’s value declare LOWER than real price
# Accept reasonable offers.
# Sales are finals. No returns / exhange.
# Not responsible for any lost/ stolen package
⚡️BUY PURCHASING MEANS YOU ARE AGREE WITH OUR POLICY.
THANKYOU FOR YOUR INTEREST, PLS LEAVE US WITH POSITIVE FEEDBACK⚡️",The North Face Convertible Sling Bag Black,5,ONE SIZE,Black,New,23
yajelly,40,Outdoor Life x Streetwear,5,135,The North Face Menswear,The North Face Tops,The North Face Sweatshirts Hoodies,"💫Open to offer price💫
Name: Vintage Outdoor The North Face Fleece Jacket
Tag size - no size on tag, but i think M, double-check measurements ‼️
✏️All measurements in centimeters✏️
MEASUREMENTS
➡️Hem: 54
➡️Chest: 58
➡️Length: 72
➡️Sleeve length from throat: 76
CONDITION
Gently Used condition (please see the photo carefully) I can make detailed photo
Worldwide shipping from Ukraine with tracking number
Delivery within 20-30 days🚢
Accept PAYPAL only✔️
Before buying a product, double-check everything carefully! Do the size of the product, its measurements and condition suit you? If you have any questions, you can contact me, I will answer you as soon as possible.
✨Customer satisfaction is our priority✨
Don't forget to visit my store so you don't miss even more good things!!
❌NO RETURNS, REFUNDS OR EXCHANGES❌",Vintage Outdoor The North Face Fleece Jacket,4,Men's / US M / EU 48-50 / 2,Black,Gently Used,53
rookiecouture,1230,Gucci x The North Face,5,73,Gucci Menswear,Gucci Outerwear,Gucci Light Jackets,"This down jacket is part of The North Face x Gucci collection, a collaboration connecting two brands with similar history and values in celebration of the spirit of exploration. The pieces are characterized by a selection of bright colors and prints featuring The North Face x Gucci logo, flowers and woodland-inspired motifs.
Black and orange technical cotton with down padding
The North Face x Gucci logo embroidery
The North Face x Gucci
Front zip closure
Front pockets
Made in Vietnam
Fabric: 100% Polyamide.
Lining: 100% Polyamide.
Filling: Goose feather, Goose-down.
Application: 100% Polyester.",The North Face x Gucci Down Jacket,7,Men's / US L / EU 52-54 / 3,Orange,New,28
adub1982,130,The North Face,5,70,The North Face Menswear,The North Face Outerwear,The North Face Parkas,"North Face Black series designed by Kazuki Kuraishi size L
Worn less than 5 times
In great condition 9/10 with no signs of wear
Polyester micro-ripstop Goretex and Pertex Quntum Lining",North Face Black Series Urban Mountain Light GTX Jacket,6,Men's / US L / EU 52-54 / 3,Olive,Gently Used,27
skllfvsn,123,Polartec x The North Face,5,156,Vintage Menswear,Vintage Outerwear,Vintage Light Jackets,"Size M
Armpit: 23.8”inch
Length: 25”inch
Condition 8/10
*pulled stitch refer pictures
Shipping by DHL",Vintage The North Face Polartec Fleece,8,Men's / US M / EU 48-50 / 2,Cream,Used,75
