main_brand,color,sold_price,category,score,size,genda,condition_encoded
Ysl Pour Homme,Burgundy,70.0,Top,5.0,m,Men,1
Levi's,White,57.0,Bottom,5.0,l,Men,2
Reebok,Black,60.0,Bottom,5.0,l,Men,0
Off-White,Orange,720.0,Acceorie,5.0,ONE SIZE,Men,0
Military,Olive,95.0,Bottom,5.0,s,Men,1
Hanes,White,73.0,Top,5.0,l,Men,2
Nike,Grey,44.0,Top,5.0,l,Men,1
Calvin Klein,Black,51.0,Outerwear,5.0,l,Men,1
Palace,Black,80.0,Top,5.0,l,Men,2
Ralph Lauren,Green,155.0,Bottom,5.0,xl,Men,1
Saint Laurent Paris,multi_color,270.0,Top,5.0,l,Men,1
Kapital,Black,185.0,Top,5.0,m,Men,1
Disney,Green,70.0,Top,5.0,xl,Men,1
Distressed Denim,Blue,51.0,Bottom,5.0,s,Men,2
Lacoste,Brown,35.0,Top,5.0,l,Men,2
Avant Garde,Blue,177.0,Bottom,5.0,s,Men,2
Russell Athletic,Grey,89.0,Top,5.0,m,Men,2
Mickey Mouse,multi_color,60.0,Top,5.0,xl,Men,2
Burberry,multi_color,100.0,Acceorie,5.0,ONE SIZE,Men,2
Acne Studios,Grey,435.0,Outerwear,5.0,m,Men,1
Balenciaga,Black,232.0,Top,5.0,l,Men,1
Band Tees,White,40.0,Top,5.0,xl,Men,1
Harley Davidson,Black,37.0,Top,5.0,m,Men,2
Polo Ralph Lauren,Blue,35.0,Top,5.0,m,Men,1
The North Face,Navy,38.0,Outerwear,5.0,l,Men,2
Hype,Black,70.0,Top,5.0,l,Men,1
Puma,White,52.0,Footwear,5.0,m,Men,1
Gucci,Beige,474.0,Acceorie,5.0,ONE SIZE,Men,1
Dior,Pink,224.0,Top,5.0,s,Women,2
Hysteric Glamour,Navy,45.0,Top,5.0,l,Men,1
Prada,Black,625.0,Footwear,5.0,m,Men,1
Patagonia,Grey,33.0,Bottom,5.0,s,Men,2
Dolce & Gabbana,Beige,85.0,Bottom,5.0,s,Men,1
Dickies,Black,32.0,Bottom,5.0,m,Men,2
Bape,Grey,146.0,Bottom,5.0,m,Men,0
Uniqlo,Olive,110.0,Outerwear,5.0,s,Men,1
Vans,Black,33.0,Footwear,5.0,s,Men,1
Rick Owens Drkshdw,Black,325.0,Acceorie,5.0,ONE SIZE,Women,0
Adidas,Purple,57.0,Outerwear,5.0,xl,Men,1
Gildan,Blue,49.0,Top,5.0,m,Men,1
Luxury,multi_color,95.0,Top,5.0,l,Men,1
Lee,Brown,34.0,Bottom,5.0,s,Men,1
Tour Tee,Green,106.0,Top,5.0,xl,Women,2
Guess,Camo,75.0,Bottom,5.0,m,Men,1
Gap,Grey,47.0,Bottom,5.0,m,Men,2
Converse,Green,72.0,Footwear,5.0,l,Men,0
Versace,Black,70.0,Bottom,5.0,xl,Women,1
Yves Saint Laurent,Maroon,155.0,Top,5.0,l,Men,1
Maison Margiela,Grey,132.0,Bottom,5.0,m,Women,2
Issey Miyake,Black,90.0,Top,5.0,l,Men,2
Fruit Of The Loom,White,90.0,Top,5.0,l,Men,1
Louis Vuitton,Blue,450.0,Footwear,5.0,m,Men,1
Rick Owens,Black,960.0,Top,5.0,s,Men,0
Number (N)ine,White,70.0,Top,5.0,m,Men,1
NBA,Black,58.0,Top,5.0,xl,Men,1
Fila,multi_color,33.0,Top,5.0,xl,Men,0
Anti Social Social Club,Black,40.0,Top,5.0,xl,Men,0
Undercover,Brown,161.0,Outerwear,5.0,l,Men,1
Kanye West,Grey,265.0,Top,5.0,m,Men,0
Supreme,Black,205.0,Top,5.0,l,Men,1
Travis Scott,Blue,75.0,Top,5.0,l,Men,1
Tommy Hilfiger,Grey,65.0,Outerwear,5.0,m,Men,1
Champion,Grey,45.0,Top,5.0,xl,Men,2
Valentino,Navy,68.0,Bottom,5.0,m,Men,1
Seditionaries,White,55.0,Top,5.0,m,Men,1
Hawaiian Shirt,multi_color,36.0,Top,5.0,m,Men,1
Ysl Pour Homme,Black,60.0,Top,5.0,l,Men,2
Levi's,Blue,70.0,Bottom,5.0,l,Men,2
Reebok,White,200.0,Footwear,5.0,m,Men,1
Off-White,White,160.0,Top,5.0,xl,Men,1
Military,Olive,47.0,Top,5.0,m,Men,1
Hanes,Black,38.0,Top,5.0,xl,Men,1
Nike,Blue,110.0,Top,5.0,m,Men,1
Calvin Klein,Blue,145.0,Bottom,5.0,s,Men,1
Palace,Grey,54.0,Top,5.0,l,Men,1
Ralph Lauren,Blue,78.0,Outerwear,5.0,l,Men,1
Saint Laurent Paris,Red,445.0,Top,5.0,m,Men,1
Kapital,Tan,320.0,Top,5.0,l,Men,1
Disney,Pink,60.0,Top,5.0,m,Men,1
Distressed Denim,Blue,138.0,Bottom,5.0,s,Men,2
Lacoste,Blue,50.0,Top,5.0,xl,Men,2
Avant Garde,Black,36.0,Acceorie,5.0,xs,Men,1
Russell Athletic,Grey,32.0,Outerwear,5.0,xl,Men,1
Mickey Mouse,Black,40.0,Top,5.0,xl,Men,1
Burberry,multi_color,75.0,Top,5.0,s,Men,1
Acne Studios,Black,75.0,Bottom,5.0,l,Men,0
Balenciaga,multi_color,215.0,Top,5.0,xxs,Men,2
Band Tees,Navy,80.0,Top,5.0,l,Men,1
Harley Davidson,Grey,46.0,Top,5.0,l,Men,1
Polo Ralph Lauren,Blue,50.0,Outerwear,5.0,m,Men,2
The North Face,Red,51.0,Outerwear,5.0,m,Men,1
Hype,Grey,57.0,Bottom,5.0,l,Men,2
Puma,White,35.0,Footwear,5.0,l,Men,1
Gucci,Silver,110.0,Acceorie,5.0,ONE SIZE,Men,0
Dior,Black,1100.0,Footwear,5.0,s,Men,2
Hysteric Glamour,Denim,145.0,Bottom,5.0,xs,Men,2
Prada,Black,50.0,Top,5.0,m,Men,2
Patagonia,Blue,57.0,Top,5.0,l,Men,2
Dolce & Gabbana,Black,230.0,Top,5.0,s,Women,1
Dickies,Blue,38.0,Bottom,5.0,xs,Women,1
Bape,Brown,400.0,Top,5.0,l,Men,0
Uniqlo,Blue,47.0,Outerwear,5.0,m,Men,1
Vans,Yellow,44.0,Top,5.0,m,Men,2
Rick Owens Drkshdw,Grey,201.0,Top,5.0,m,Men,0
Adidas,White,112.0,Footwear,5.0,m,Men,0
Gildan,Black,106.0,Top,5.0,l,Men,1
Luxury,Navy,160.0,Top,5.0,m,Men,1
Lee,Blue,120.0,Bottom,5.0,m,Men,2
Tour Tee,Navy,79.0,Top,5.0,xl,Men,2
Guess,Green,90.0,Top,5.0,l,Men,1
Gap,Black,48.0,Top,5.0,l,Men,1
Converse,Beige,90.0,Footwear,5.0,l,Men,1
Versace,Black,267.0,Outerwear,5.0,xl,Men,1
Yves Saint Laurent,Cream,68.0,Top,5.0,l,Men,1
Maison Margiela,Black,300.0,Footwear,5.0,l,Men,1
Issey Miyake,Grey,173.0,Outerwear,5.0,l,Men,1
Fruit Of The Loom,White,45.0,Top,5.0,xl,Men,1
Louis Vuitton,White,300.0,Footwear,5.0,s,Men,3
Rick Owens,Grey,235.0,Bottom,5.0,s,Men,0
Number (N)ine,Olive,185.0,Top,5.0,l,Men,0
NBA,Black,85.0,Top,5.0,l,Men,2
Fila,Black,150.0,Bottom,5.0,l,Men,1
Anti Social Social Club,Black,130.0,Top,5.0,m,Men,0
Undercover,Green,260.0,Top,5.0,l,Men,2
Kanye West,Brown,101.0,Top,5.0,m,Men,0
Supreme,White,87.0,Top,5.0,l,Men,1
Travis Scott,Brown,112.0,Top,5.0,s,Men,0
Tommy Hilfiger,Black,54.0,Tailoring,5.0,s,Men,1
Champion,Blue,100.0,Top,5.0,xl,Men,2
Valentino,Black,310.0,Footwear,5.0,m,Men,0
Seditionaries,Black,65.0,Top,5.0,m,Men,3
Hawaiian Shirt,multi_color,45.0,Top,5.0,m,Men,1
Ysl Pour Homme,Black,120.0,Outerwear,5.0,m,Men,2
Levi's,Black,42.0,Bottom,5.0,s,Men,2
Reebok,Red,90.0,Top,5.0,l,Men,2
Off-White,Black,420.0,Top,5.0,xl,Men,1
Military,Black,35.0,Acceorie,5.0,xs,Men,0
Hanes,Orange,34.0,Top,5.0,m,Men,1
Nike,Blue,42.0,Top,5.0,l,Men,1
Calvin Klein,White,65.0,Acceorie,5.0,ONE SIZE,Men,1
Palace,Blue,55.0,Bottom,5.0,l,Men,0
Ralph Lauren,multi_color,48.0,Top,5.0,xl,Men,1
Saint Laurent Paris,Navy,180.0,Top,5.0,xl,Men,0
Kapital,Grey,160.0,Top,5.0,l,Men,1
Disney,White,55.0,Acceorie,5.0,ONE SIZE,Women,1
Distressed Denim,Blue,90.0,Bottom,5.0,s,Men,2
Lacoste,Navy,55.0,Top,5.0,xl,Men,1
Avant Garde,Blue,52.0,Bottom,5.0,s,Men,2
Russell Athletic,Navy,44.0,Top,5.0,l,Men,2
Mickey Mouse,Black,40.0,Top,5.0,xl,Men,2
Burberry,Beige,80.0,Top,5.0,l,Men,1
Acne Studios,Beige,75.0,Bottom,5.0,m,Men,1
Balenciaga,Khaki,1380.0,Bottom,5.0,xl,Men,0
Band Tees,Black,150.0,Top,5.0,m,Men,3
Harley Davidson,Tie dye,38.0,Top,5.0,l,Men,2
Polo Ralph Lauren,Black,70.0,Top,5.0,xl,Men,2
The North Face,Navy,45.0,Top,5.0,s,Men,1
Hype,Grey,58.0,Top,5.0,l,Men,1
Puma,Grey,110.0,Bottom,5.0,m,Men,2
Gucci,Black,75.0,Acceorie,5.0,ONE SIZE,Men,2
Dior,Black,72.0,Acceorie,5.0,ONE SIZE,Men,0
Hysteric Glamour,Brown,105.0,Outerwear,5.0,l,Men,1
Prada,Black,245.0,Acceorie,5.0,ONE SIZE,Men,2
Patagonia,Red,93.0,Outerwear,5.0,m,Men,1
Dolce & Gabbana,Black,56.0,Top,5.0,s,Men,2
Dickies,Blue,75.0,Bottom,5.0,l,Men,1
Bape,Brown,130.0,Acceorie,5.0,ONE SIZE,Men,0
Uniqlo,Black,70.0,Top,5.0,l,Men,1
Vans,Green,65.0,Footwear,5.0,l,Men,0
Adidas,multi_color,245.0,Footwear,5.0,l,Men,0
Gildan,Black,44.0,Top,5.0,l,Men,0
Luxury,Brown,130.0,Footwear,5.0,m,Men,1
Lee,Grey,75.0,Top,5.0,l,Men,0
Tour Tee,Black,56.0,Top,5.0,m,Men,2
Guess,Red,70.0,Top,5.0,m,Men,3
Gap,Grey,50.0,Top,5.0,xl,Men,1
Converse,Black,50.0,Footwear,5.0,l,Men,2
Versace,Black,200.0,Acceorie,5.0,ONE SIZE,Men,0
Yves Saint Laurent,Black,230.0,Bottom,5.0,s,Men,1
Maison Margiela,Khaki,150.0,Top,5.0,l,Men,1
Issey Miyake,Black,82.0,Top,5.0,m,Men,2
Fruit Of The Loom,Grey,58.0,Top,5.0,m,Men,1
Louis Vuitton,Black,700.0,Bottom,5.0,m,Men,0
Rick Owens,Black,330.0,Footwear,5.0,m,Men,1
Number (N)ine,Brown,125.0,Bottom,5.0,s,Men,1
NBA,Black,106.0,Top,5.0,xl,Men,1
Fila,White,35.0,Top,5.0,xxl,Men,1
Anti Social Social Club,Black,64.0,Top,5.0,l,Men,1
Undercover,Black,155.0,Tailoring,5.0,m,Men,2
Kanye West,Black,265.0,Top,5.0,m,Men,0
Supreme,Red,107.0,Acceorie,5.0,ONE SIZE,Men,0
Travis Scott,Yellow,50.0,Top,5.0,xl,Men,1
Tommy Hilfiger,Beige,50.0,Top,5.0,l,Men,1
Champion,Black,50.0,Top,5.0,m,Men,2
Valentino,Black,125.0,Footwear,5.0,s,Men,0
Seditionaries,Red,59.0,Acceorie,5.0,ONE SIZE,Men,0
Hawaiian Shirt,multi_color,75.0,Top,5.0,l,Men,2
Ysl Pour Homme,Black,45.0,Top,5.0,xl,Men,1
Levi's,Blue,32.0,Bottom,5.0,m,Men,1
Reebok,Red,80.0,Top,5.0,l,Men,1
Off-White,Black,260.0,Footwear,5.0,l,Men,2
Military,Grey,48.0,Top,5.0,m,Men,1
Hanes,Grey,50.0,Top,5.0,m,Men,2
Nike,Black,53.0,Top,5.0,xxl,Men,2
Calvin Klein,multi_color,35.0,Bottom,5.0,xl,Men,2
Palace,Camo,147.0,Outerwear,5.0,l,Men,1
Ralph Lauren,White,44.0,Top,5.0,m,Men,2
Saint Laurent Paris,Black,44.0,Acceorie,5.0,ONE SIZE,Men,0
Kapital,Black,175.0,Outerwear,5.0,xl,Men,1
Disney,multi_color,54.0,Top,5.0,xl,Men,2
Distressed Denim,Green,40.0,Bottom,5.0,xl,Men,0
Lacoste,Green,95.0,Luggage,5.0,ONE SIZE,Women,1
Avant Garde,White,100.0,Top,5.0,l,Men,0
Russell Athletic,Red,37.0,Top,5.0,l,Men,1
Mickey Mouse,Blue,40.0,Top,5.0,m,Men,1
Burberry,Black,150.0,Acceorie,5.0,ONE SIZE,Men,1
Acne Studios,Brown,70.0,Acceorie,5.0,ONE SIZE,Men,1
Balenciaga,Black,255.0,Acceorie,5.0,ONE SIZE,Men,0
Band Tees,Black,58.0,Top,5.0,l,Men,2
Harley Davidson,Black,35.0,Top,5.0,xl,Men,1
Polo Ralph Lauren,Green,1425.0,Outerwear,5.0,xl,Men,0
The North Face,Grey,80.0,Outerwear,5.0,s,Men,1
Hype,Black,110.0,Bottom,5.0,s,Men,0
Puma,Blue,112.0,Bottom,5.0,s,Men,1
Gucci,Blue,290.0,Top,5.0,s,Men,1
Dior,Black,927.0,Footwear,5.0,l,Women,0
Hysteric Glamour,Black,135.0,Bottom,5.0,s,Men,2
Prada,Black,151.0,Footwear,5.0,l,Men,1
Patagonia,White,35.0,Outerwear,5.0,m,Women,1
Dolce & Gabbana,Blue,85.0,Bottom,5.0,s,Men,1
Dickies,Black,135.0,Top,5.0,xl,Men,2
Bape,Black,300.0,Top,5.0,l,Men,2
Uniqlo,Black,70.0,Top,5.0,xl,Men,1
Vans,Pink,90.0,Footwear,5.0,l,Men,0
Adidas,Black,50.0,Top,5.0,m,Men,2
Gildan,Black,54.0,Top,5.0,xxl,Men,2
Luxury,Grey,200.0,Top,5.0,m,Men,1
Lee,Blue,60.0,Bottom,5.0,l,Men,3
Tour Tee,Black,64.0,Outerwear,5.0,m,Men,1
Guess,Blue,70.0,Outerwear,5.0,l,Men,0
Gap,Yellow,65.0,Outerwear,5.0,xl,Men,1
Converse,Black,100.0,Footwear,5.0,m,Men,2
Versace,White,110.0,Top,5.0,l,Men,0
Yves Saint Laurent,Gold,199.0,Acceorie,5.0,ONE SIZE,Men,2
Maison Margiela,Blue,165.0,Top,5.0,m,Men,1
Issey Miyake,Orange,240.0,Top,5.0,m,Men,1
Fruit Of The Loom,Black,75.0,Top,5.0,l,Men,1
Louis Vuitton,Brown,1925.0,Acceorie,5.0,ONE SIZE,Men,0
Rick Owens,White,320.0,Footwear,5.0,m,Men,2
Number (N)ine,Grey,80.0,Top,5.0,xxs,Men,1
NBA,Grey,55.0,Top,5.0,xl,Men,2
Fila,White,57.0,Footwear,5.0,l,Men,2
Anti Social Social Club,Black,75.0,Top,5.0,m,Men,1
Undercover,White,50.0,Top,5.0,m,Men,2
Kanye West,Black,300.0,Top,5.0,xxl,Men,0
Supreme,Black,309.0,Top,5.0,l,Men,1
Travis Scott,Black,730.0,Footwear,5.0,l,Men,0
Tommy Hilfiger,Grey,32.0,Top,5.0,l,Men,1
Champion,Grey,70.0,Top,5.0,l,Men,2
Valentino,Grey,50.0,Top,5.0,m,Men,2
Seditionaries,Cream,60.0,Top,5.0,m,Men,1
Hawaiian Shirt,Cream,60.0,Top,5.0,xxl,Women,1
Ysl Pour Homme,Navy,45.0,Top,5.0,l,Men,1
Levi's,multi_color,200.0,Outerwear,5.0,m,Men,0
Reebok,Grey,89.0,Bottom,5.0,xl,Men,2
Off-White,Black,182.0,Top,5.0,s,Men,1
Military,Black,40.0,Bottom,5.0,xxl,Men,2
Hanes,White,80.0,Top,5.0,m,Men,1
Nike,Black,50.0,Top,5.0,l,Men,1
Calvin Klein,Blue,38.0,Top,5.0,l,Men,2
Palace,Navy,60.0,Top,5.0,m,Men,1
Ralph Lauren,Blue,69.0,Top,5.0,s,Men,1
Saint Laurent Paris,multi_color,255.0,Top,5.0,m,Men,1
Kapital,multi_color,410.0,Outerwear,5.0,l,Men,2
Disney,White,48.0,Top,5.0,xl,Men,2
Distressed Denim,Blue,45.0,Bottom,5.0,l,Men,2
Lacoste,multi_color,60.0,Top,5.0,l,Men,1
Avant Garde,Khaki,60.0,Bottom,5.0,m,Men,1
Russell Athletic,Grey,35.0,Top,5.0,l,Men,2
Mickey Mouse,White,51.0,Top,5.0,m,Men,2
Burberry,Blue,175.0,Outerwear,5.0,l,Men,1
Acne Studios,Blue,143.0,Bottom,5.0,s,Men,0
Balenciaga,Black,254.0,Footwear,5.0,xl,Women,1
Band Tees,Black,90.0,Top,5.0,s,Men,1
Harley Davidson,Black,140.0,Top,5.0,m,Men,2
Polo Ralph Lauren,Green,200.0,Top,5.0,xl,Men,0
The North Face,Black,125.0,Outerwear,5.0,m,Women,2
Hype,Blue,34.0,Top,5.0,xl,Men,2
Puma,Purple,35.0,Bottom,5.0,xl,Men,1
Gucci,Red,500.0,Top,5.0,xl,Men,1
Dior,Black,490.0,Acceorie,5.0,ONE SIZE,Women,1
Hysteric Glamour,Blue,110.0,Bottom,5.0,s,Men,1
Prada,Black,320.0,Acceorie,5.0,ONE SIZE,Men,0
Patagonia,Orange,40.0,Outerwear,5.0,m,Women,2
Dolce & Gabbana,Black,110.0,Top,5.0,s,Men,2
Dickies,Olive,52.0,Bottom,5.0,l,Men,1
Bape,multi_color,450.0,Top,5.0,m,Men,0
Uniqlo,Black,175.0,Bottom,5.0,xs,Men,2
Vans,Black,272.0,Footwear,5.0,l,Men,0
Adidas,Black,92.0,Footwear,5.0,m,Men,0
Gildan,multi_color,71.0,Top,5.0,s,Men,1
Luxury,Beige,251.0,Acceorie,5.0,ONE SIZE,Men,2
Lee,Denim,54.0,Outerwear,5.0,l,Men,2
Tour Tee,Red,115.0,Top,5.0,s,Men,2
Guess,Cream,42.0,Outerwear,5.0,m,Women,2
Gap,White,43.0,Top,5.0,xl,Men,2
Converse,Black,50.0,Footwear,5.0,m,Men,2
Versace,Red,250.0,Footwear,5.0,l,Men,1
Yves Saint Laurent,Black,43.0,Top,5.0,xl,Men,1
Maison Margiela,multi_color,1500.0,Bottom,5.0,m,Men,1
Issey Miyake,Brown,125.0,Top,5.0,m,Women,2
Fruit Of The Loom,White,49.0,Top,5.0,xl,Men,1
Louis Vuitton,Brown,265.0,Acceorie,5.0,ONE SIZE,Men,1
Rick Owens,Black,450.0,Footwear,5.0,l,Men,0
Number (N)ine,Grey,243.0,Top,5.0,m,Men,0
NBA,Green,78.0,Outerwear,5.0,l,Men,2
Fila,multi_color,105.0,Top,5.0,l,Men,2
Anti Social Social Club,Grey,139.0,Top,5.0,l,Men,0
Undercover,Black,265.0,Top,5.0,m,Men,1
Kanye West,Brown,73.0,Top,5.0,m,Men,1
Supreme,White,110.0,Top,5.0,m,Men,2
Travis Scott,Black,40.0,Top,5.0,xl,Men,0
Tommy Hilfiger,Green,31.0,Top,5.0,l,Men,2
Champion,Purple,36.0,Top,5.0,xl,Men,1
Valentino,White,170.0,Footwear,5.0,s,Men,1
Seditionaries,Brown,70.0,Bottom,5.0,s,Men,2
Hawaiian Shirt,White,35.0,Top,5.0,xl,Men,1
Ysl Pour Homme,Black,60.0,Bottom,5.0,m,Men,1
Levi's,Blue,135.0,Acceorie,5.0,ONE SIZE,Men,0
Reebok,White,154.0,Footwear,5.0,m,Men,1
Off-White,multi_color,487.0,Footwear,5.0,l,Men,0
Military,Camo,50.0,Bottom,5.0,xxl,Men,2
Hanes,multi_color,70.0,Top,5.0,l,Men,1
Nike,Brown,295.0,Top,5.0,l,Men,0
Calvin Klein,Green,31.0,Bottom,5.0,m,Men,1
Palace,Navy,132.0,Top,5.0,xl,Men,0
Ralph Lauren,Navy,100.0,Top,5.0,l,Women,2
Saint Laurent Paris,Black,830.0,Bottom,5.0,m,Men,1
Kapital,Grey,240.0,Top,5.0,l,Men,0
Disney,White,85.0,Top,5.0,l,Men,2
Distressed Denim,Black,115.0,Bottom,5.0,l,Men,2
Lacoste,Green,85.0,Outerwear,5.0,xl,Men,2
Avant Garde,Black,70.0,Outerwear,5.0,m,Men,1
Russell Athletic,Blue,45.0,Top,5.0,xl,Men,3
Mickey Mouse,Black,63.0,Top,5.0,xl,Men,2
Burberry,Blue,60.0,Top,5.0,xl,Men,1
Acne Studios,multi_color,309.0,Top,5.0,l,Men,1
Balenciaga,Blue,290.0,Bottom,5.0,m,Men,0
Band Tees,Black,45.0,Top,5.0,xl,Men,1
Harley Davidson,Brown,57.0,Top,5.0,xl,Men,2
Polo Ralph Lauren,Red,55.0,Top,5.0,l,Men,2
The North Face,Green,44.0,Bottom,5.0,l,Men,1
Hype,Brown,82.0,Outerwear,5.0,m,Men,1
Puma,White,86.0,Footwear,5.0,m,Men,0
Gucci,Grey,229.0,Top,5.0,xxl,Men,1
Dior,Black,300.0,Acceorie,5.0,ONE SIZE,Men,1
Hysteric Glamour,Yellow,125.0,Top,5.0,m,Men,2
Prada,Navy,140.0,Top,5.0,s,Men,1
Patagonia,Grey,45.0,Top,5.0,m,Men,2
Dolce & Gabbana,Grey,170.0,Top,5.0,s,Men,1
Dickies,Tan,106.0,Outerwear,5.0,m,Men,1
Bape,multi_color,490.0,Top,5.0,m,Men,0
Uniqlo,Black,60.0,Bottom,5.0,m,Men,1
Vans,Black,60.0,Footwear,5.0,l,Men,1
Adidas,White,92.0,Footwear,5.0,m,Men,1
Gildan,Black,45.0,Top,5.0,l,Men,1
Luxury,multi_color,160.0,Acceorie,5.0,ONE SIZE,Men,1
Lee,Black,42.0,Top,5.0,xl,Men,1
Tour Tee,Black,35.0,Top,5.0,m,Men,1
Guess,Black,74.0,Top,5.0,l,Men,1
Gap,Blue,113.0,Top,5.0,xl,Men,2
Converse,Black,40.0,Footwear,5.0,m,Men,2
Versace,Black,155.0,Top,5.0,l,Men,1
Yves Saint Laurent,Black,60.0,Bottom,5.0,xxl,Men,1
Maison Margiela,Brown,350.0,Footwear,5.0,xl,Men,0
Issey Miyake,multi_color,70.0,Acceorie,5.0,ONE SIZE,Men,1
Fruit Of The Loom,Black,103.0,Top,5.0,l,Men,2
Louis Vuitton,Brown,375.0,Luggage,5.0,ONE SIZE,Women,1
Rick Owens,Black,110.0,Tailoring,5.0,xxl,Men,0
Number (N)ine,Brown,150.0,Top,5.0,xl,Men,2
NBA,White,37.0,Top,5.0,xl,Men,1
Fila,multi_color,63.0,Outerwear,5.0,xl,Men,2
Anti Social Social Club,Black,129.0,Top,5.0,l,Men,0
Undercover,Navy,80.0,Top,5.0,m,Men,1
Kanye West,Black,95.0,Top,5.0,xs,Men,0
Supreme,Blue,425.0,Outerwear,5.0,m,Men,1
Travis Scott,Brown,252.0,Footwear,5.0,m,Men,2
Tommy Hilfiger,White,77.0,Outerwear,5.0,m,Men,2
Champion,Grey,36.0,Top,5.0,xxl,Women,1
Valentino,White,100.0,Top,5.0,s,Men,1
Seditionaries,Black,110.0,Top,5.0,l,Women,1
Hawaiian Shirt,Blue,39.0,Top,5.0,xl,Men,1
Ysl Pour Homme,Brown,60.0,Top,5.0,m,Men,2
Levi's,Black,43.0,Bottom,5.0,l,Men,2
Reebok,White,78.0,Footwear,5.0,m,Men,0
Off-White,Black,205.0,Top,5.0,m,Men,0
Military,Green,35.0,Bottom,5.0,s,Men,1
Hanes,Black,35.0,Top,5.0,xl,Men,2
Nike,multi_color,70.0,Top,5.0,m,Men,1
Calvin Klein,Blue,31.0,Bottom,5.0,xs,Men,1
Palace,Grey,40.0,Top,5.0,m,Men,1
Ralph Lauren,White,42.0,Top,5.0,s,Women,2
Saint Laurent Paris,Black,110.0,Acceorie,5.0,ONE SIZE,Men,0
Kapital,Blue,395.0,Outerwear,5.0,l,Men,1
Disney,Black,117.0,Top,5.0,l,Men,2
Distressed Denim,Blue,97.0,Bottom,5.0,m,Men,2
Lacoste,Green,85.0,Outerwear,5.0,l,Men,1
Avant Garde,Khaki,53.0,Bottom,5.0,s,Men,0
Russell Athletic,Black,37.0,Top,5.0,xl,Men,3
Mickey Mouse,Black,40.0,Top,5.0,xl,Men,2
Burberry,Beige,110.0,Acceorie,5.0,ONE SIZE,Men,2
Acne Studios,Black,225.0,Bottom,5.0,s,Men,1
Balenciaga,Navy,950.0,Bottom,5.0,s,Men,0
Band Tees,Black,66.0,Top,5.0,l,Men,0
Harley Davidson,Black,35.0,Top,5.0,s,Men,1
Polo Ralph Lauren,Navy,44.0,Top,5.0,m,Men,2
The North Face,Navy,92.0,Outerwear,5.0,xl,Men,1
Hype,Green,59.0,Bottom,5.0,l,Men,2
Puma,Purple,50.0,Top,5.0,xl,Men,1
Gucci,Yellow,300.0,Footwear,5.0,s,Men,1
Dior,Khaki,750.0,Footwear,5.0,m,Men,1
Hysteric Glamour,Blue,180.0,Bottom,5.0,xs,Men,2
Prada,Brown,260.0,Acceorie,5.0,ONE SIZE,Men,0
Patagonia,Blue,60.0,Outerwear,5.0,l,Men,1
Dolce & Gabbana,White,75.0,Top,5.0,s,Men,1
Dickies,Black,40.0,Outerwear,5.0,l,Men,1
Bape,Red,554.0,Top,5.0,m,Men,0
Uniqlo,Navy,35.0,Bottom,5.0,l,Men,2
Vans,Black,70.0,Footwear,5.0,m,Men,0
Adidas,Brown,85.0,Footwear,5.0,m,Men,2
Gildan,multi_color,220.0,Top,5.0,xl,Men,2
Luxury,Grey,34.0,Bottom,5.0,m,Men,1
Lee,Blue,55.0,Outerwear,5.0,m,Men,3
Tour Tee,Black,350.0,Top,5.0,m,Men,2
Guess,Black,45.0,Bottom,5.0,m,Men,1
Gap,Black,44.0,Top,5.0,m,Men,1
Converse,Red,35.0,Footwear,5.0,l,Men,2
Versace,Brown,675.0,Top,5.0,xl,Men,1
Yves Saint Laurent,White,45.0,Top,5.0,m,Men,3
Maison Margiela,Blue,220.0,Footwear,5.0,m,Men,0
Issey Miyake,Brown,228.0,Top,5.0,l,Men,2
Fruit Of The Loom,White,35.0,Top,5.0,m,Men,2
Louis Vuitton,Brown,115.0,Acceorie,5.0,ONE SIZE,Women,2
Rick Owens,Black,138.0,Top,5.0,s,Men,0
Number (N)ine,White,45.0,Top,5.0,m,Men,2
NBA,Black,98.0,Bottom,5.0,l,Men,0
Fila,Grey,104.0,Footwear,5.0,m,Men,1
Anti Social Social Club,Black,32.0,Top,5.0,l,Men,2
Undercover,Black,125.0,Top,5.0,l,Men,1
Kanye West,Red,83.0,Top,5.0,m,Men,1
Supreme,Black,95.0,Acceorie,5.0,ONE SIZE,Men,0
Travis Scott,Tie dye,60.0,Top,5.0,l,Men,0
Tommy Hilfiger,Green,103.0,Outerwear,5.0,m,Men,1
Champion,Blue,50.0,Top,5.0,l,Men,2
Valentino,Blue,160.0,Footwear,5.0,l,Men,0
Seditionaries,multi_color,105.0,Bottom,5.0,s,Men,2
Hawaiian Shirt,Brown,32.0,Top,5.0,l,Men,1
Ysl Pour Homme,multi_color,50.0,Outerwear,5.0,l,Men,2
Levi's,Blue,31.0,Bottom,5.0,l,Men,1
Reebok,Navy,40.0,Top,5.0,xxl,Men,1
Off-White,White,512.0,Footwear,5.0,xl,Women,0
Military,Black,35.0,Top,5.0,s,Men,2
Hanes,Grey,39.0,Top,5.0,xxl,Men,2
Nike,Blue,65.0,Top,5.0,l,Men,2
Calvin Klein,Blue,115.0,Bottom,5.0,m,Men,2
Palace,Grey,145.0,Top,5.0,l,Men,1
Ralph Lauren,Navy,70.0,Top,5.0,xxl,Men,1
Saint Laurent Paris,Pink,200.0,Footwear,5.0,l,Men,0
