main_brand,color,sold_price,category,score,size,genda,condition_encoded
Kanye West,Brown,122.0,Top,5.0,l,Men,1
Supreme,Blue,335.0,Outerwear,5.0,l,Men,0
Takahiromiyashita The Soloist.,Tan,150.0,Bottom,5.0,m,Men,1
Travis Scott,Tan,337.0,Footwear,5.0,s,Men,0
Tommy Hilfiger,Green,74.0,Top,5.0,xl,Men,2
Champion,Blue,35.0,Bottom,5.0,m,Men,1
Hedi Slimane,Blue,100.0,Bottom,5.0,s,Men,1
Valentino,Black,220.0,Top,5.0,l,Men,0
Seditionaries,White,70.0,Top,5.0,m,Men,2
Hawaiian Shirt,Tan,32.0,Top,5.0,m,Men,2
Ysl Pour Homme,Navy,85.0,Bottom,5.0,l,Men,1
Levi's,Blue,175.0,Bottom,5.0,m,Men,3
Reebok,Green,60.0,Outerwear,5.0,l,Men,1
Stussy,Black,156.0,Footwear,5.0,m,Men,1
Off-White,Black,170.0,Top,5.0,l,Men,1
Military,Black,55.0,Outerwear,5.0,s,Men,1
Hanes,Blue,50.0,Top,5.0,xl,Men,1
Nike,Beige,35.0,Bottom,5.0,m,Women,1
Calvin Klein,Grey,33.0,Bottom,5.0,xs,Men,2
Palace,multi_color,38.0,Acceorie,5.0,s,Men,0
Ralph Lauren,Green,122.0,Top,5.0,l,Men,1
Saint Laurent Paris,Black,322.0,Bottom,5.0,s,Men,1
Kapital,Khaki,500.0,Acceorie,5.0,ONE SIZE,Men,0
Disney,Black,70.0,Top,5.0,m,Men,2
Distressed Denim,Denim,45.0,Bottom,5.0,m,Men,0
Kappa,Black,65.0,Outerwear,5.0,xl,Men,2
Lacoste,White,65.0,Top,5.0,l,Men,1
Avant Garde,Black,130.0,Bottom,5.0,s,Men,1
Virgil Abloh,Black,150.0,Top,5.0,m,Men,1
Russell Athletic,Grey,75.0,Top,5.0,l,Men,1
Mickey Mouse,Black,285.0,Top,5.0,l,Men,2
Burberry,multi_color,35.0,Top,5.0,m,Men,2
Acne Studios,Navy,167.0,Top,5.0,xl,Men,1
Balenciaga,Silver,315.0,Acceorie,5.0,ONE SIZE,Men,1
Band Tees,Cream,35.0,Top,5.0,l,Men,3
Harley Davidson,Black,88.0,Top,5.0,l,Men,1
Polo Ralph Lauren,Blue,65.0,Top,5.0,l,Men,1
The North Face,Black,100.0,Outerwear,5.0,xxl,Men,1
Hype,Black,52.0,Top,5.0,m,Men,1
Puma,multi_color,85.0,Top,5.0,xl,Men,1
Gucci,Red,115.0,Acceorie,5.0,ONE SIZE,Men,2
Dior,Black,82.0,Acceorie,5.0,ONE SIZE,Women,2
Hysteric Glamour,White,93.0,Top,5.0,xs,Women,2
Prada,Black,230.0,Acceorie,5.0,ONE SIZE,Men,2
Patagonia,Black,45.0,Acceorie,5.0,ONE SIZE,Men,2
Dolce & Gabbana,Blue,195.0,Outerwear,5.0,l,Men,2
Levi's Vintage Clothing,Blue,72.0,Bottom,5.0,s,Men,0
Dickies,Blue,42.0,Bottom,5.0,s,Men,2
Bape,Black,74.0,Top,5.0,xl,Men,1
MLB,White,158.0,Top,5.0,xl,Men,2
Uniqlo,White,45.0,Top,5.0,l,Men,1
Vans,Black,380.0,Footwear,5.0,l,Men,0
Rick Owens Drkshdw,Black,1280.0,Bottom,5.0,l,Men,1
Adidas,Purple,150.0,Footwear,5.0,m,Men,0
Gildan,White,89.0,Top,5.0,l,Men,2
Kapital Kountry,Orange,650.0,Outerwear,5.0,l,Men,1
Luxury,Blue,229.0,Bottom,5.0,l,Men,1
Lee,Grey,56.0,Top,5.0,l,Men,2
NFL,Green,38.0,Top,5.0,xl,Men,2
Tour Tee,Black,40.0,Top,5.0,m,Men,1
Guess,Green,40.0,Bottom,5.0,m,Men,1
Gap,Black,60.0,Top,5.0,xl,Men,1
Converse,Brown,65.0,Footwear,5.0,m,Men,1
Versace,White,160.0,Top,5.0,l,Men,1
Yves Saint Laurent,White,65.0,Outerwear,5.0,xxl,Men,2
Maison Margiela,Grey,110.0,Top,5.0,m,Men,2
Issey Miyake,White,73.0,Acceorie,5.0,ONE SIZE,Men,1
Fruit Of The Loom,Green,120.0,Top,5.0,xl,Women,2
Louis Vuitton,Brown,400.0,Acceorie,5.0,ONE SIZE,Men,1
Rick Owens,White,275.0,Footwear,5.0,m,Men,0
Number (N)ine,Black,318.0,Bottom,5.0,m,Men,2
NBA,Grey,55.0,Top,5.0,l,Men,2
Fila,multi_color,73.0,Top,5.0,l,Men,1
Versace Jeans Couture,White,60.0,Top,5.0,l,Men,1
Anti Social Social Club,Black,127.0,Top,5.0,m,Men,0
Undercover,Black,95.0,Top,5.0,xl,Men,2
Kanye West,Brown,100.0,Top,5.0,xxl,Men,1
Supreme,Green,127.0,Acceorie,5.0,ONE SIZE,Men,1
Takahiromiyashita The Soloist.,Grey,160.0,Top,5.0,l,Men,2
Travis Scott,Black,83.0,Bottom,5.0,s,Men,1
Tommy Hilfiger,Black,35.0,Bottom,5.0,m,Men,2
Champion,Navy,42.0,Top,5.0,xl,Men,2
Hedi Slimane,Silver,195.0,Bottom,5.0,xs,Men,0
Valentino,Grey,70.0,Top,5.0,m,Men,2
Seditionaries,Red,38.0,Top,5.0,m,Men,1
Hawaiian Shirt,multi_color,145.0,Top,5.0,m,Men,2
Ysl Pour Homme,Black,140.0,Outerwear,5.0,m,Men,1
Levi's,Blue,78.0,Bottom,5.0,s,Men,2
Reebok,Brown,77.0,Footwear,5.0,m,Men,2
Stussy,Black,120.0,Footwear,5.0,s,Men,1
Off-White,Black,55.0,Footwear,5.0,xl,Women,1
Military,Black,40.0,Footwear,5.0,s,Men,2
Hanes,Grey,85.0,Top,5.0,l,Men,2
Nike,Black,40.0,Top,5.0,m,Men,1
Calvin Klein,Blue,33.0,Bottom,5.0,s,Men,1
Palace,multi_color,87.0,Acceorie,5.0,ONE SIZE,Men,0
Ralph Lauren,Orange,56.0,Top,5.0,l,Men,2
Saint Laurent Paris,Black,200.0,Footwear,5.0,m,Men,2
Kapital,Blue,150.0,Acceorie,5.0,ONE SIZE,Men,0
Disney,Purple,47.0,Top,5.0,m,Men,1
Distressed Denim,Grey,115.0,Bottom,5.0,xl,Men,3
Kappa,Black,39.0,Outerwear,5.0,l,Men,2
Lacoste,Red,41.0,Top,5.0,l,Men,1
Avant Garde,multi_color,75.0,Top,5.0,m,Men,2
Virgil Abloh,Grey,2430.0,Outerwear,5.0,m,Men,0
Russell Athletic,Blue,35.0,Top,5.0,l,Men,2
Mickey Mouse,Grey,40.0,Top,5.0,l,Men,1
Burberry,multi_color,90.0,Top,5.0,m,Men,1
Acne Studios,Pink,120.0,Top,5.0,m,Men,1
Balenciaga,Grey,395.0,Top,5.0,l,Men,1
Band Tees,Black,39.0,Top,5.0,s,Men,2
Harley Davidson,Black,180.0,Top,5.0,l,Men,2
Polo Ralph Lauren,Black,50.0,Outerwear,5.0,s,Women,1
The North Face,Green,50.0,Top,5.0,xl,Men,1
Hype,Black,149.0,Top,5.0,xl,Men,0
Puma,Blue,77.0,Outerwear,5.0,xl,Men,1
Gucci,White,110.0,Footwear,5.0,s,Men,1
Dior,Gold,300.0,Acceorie,5.0,ONE SIZE,Men,2
Hysteric Glamour,White,144.0,Top,5.0,s,Men,1
Prada,Black,112.0,Acceorie,5.0,ONE SIZE,Men,2
Patagonia,Purple,66.0,Outerwear,5.0,s,Women,2
Dolce & Gabbana,Blue,79.0,Bottom,5.0,s,Men,1
Levi's Vintage Clothing,Black,50.0,Bottom,5.0,l,Men,1
Dickies,White,42.0,Bottom,5.0,l,Men,2
Bape,Black,85.0,Top,5.0,s,Men,0
MLB,Purple,46.0,Top,5.0,l,Men,1
Uniqlo,Black,140.0,Outerwear,5.0,l,Men,1
Vans,Green,43.0,Outerwear,5.0,l,Men,1
Rick Owens Drkshdw,Blue,308.0,Bottom,5.0,s,Men,0
Adidas,multi_color,49.0,Top,5.0,l,Men,2
Gildan,Blue,45.0,Top,5.0,l,Men,2
Kapital Kountry,Blue,380.0,Bottom,5.0,l,Men,1
Luxury,Black,270.0,Luggage,5.0,ONE SIZE,Women,1
Lee,White,80.0,Outerwear,5.0,l,Men,2
NFL,multi_color,33.0,Top,5.0,l,Men,2
Tour Tee,Black,160.0,Top,5.0,s,Men,2
Guess,Blue,34.0,Top,5.0,s,Men,1
Gap,Black,300.0,Top,5.0,l,Men,1
Converse,White,172.0,Footwear,5.0,m,Men,0
Versace,Grey,170.0,Outerwear,5.0,l,Men,2
Yves Saint Laurent,Black,70.0,Acceorie,5.0,ONE SIZE,Men,1
Maison Margiela,Black,255.0,Footwear,5.0,l,Men,0
Issey Miyake,Red,125.0,Outerwear,5.0,m,Men,2
Fruit Of The Loom,White,123.0,Top,5.0,xl,Men,1
Louis Vuitton,Black,500.0,Bottom,5.0,m,Men,1
Rick Owens,multi_color,183.0,Footwear,5.0,l,Men,1
Number (N)ine,Black,150.0,Top,5.0,m,Men,0
NBA,Black,150.0,Outerwear,5.0,xl,Men,1
Fila,Grey,70.0,Top,5.0,l,Men,1
Versace Jeans Couture,Blue,57.0,Bottom,5.0,l,Men,1
Anti Social Social Club,White,132.0,Top,5.0,xl,Men,0
Undercover,Brown,101.0,Footwear,5.0,s,Men,2
Kanye West,Brown,130.0,Top,5.0,l,Men,2
Supreme,Red,150.0,Outerwear,5.0,m,Men,1
Takahiromiyashita The Soloist.,Black,85.0,Top,5.0,m,Men,0
Travis Scott,Purple,129.0,Top,5.0,m,Men,0
Tommy Hilfiger,Blue,50.0,Bottom,5.0,l,Men,1
Champion,Grey,32.0,Top,5.0,l,Men,2
Hedi Slimane,Black,270.0,Bottom,5.0,m,Men,2
Valentino,White,55.0,Top,5.0,m,Men,2
Seditionaries,Blue,40.0,Top,5.0,l,Men,2
Hawaiian Shirt,Red,40.0,Top,5.0,m,Men,1
Ysl Pour Homme,Green,140.0,Outerwear,5.0,xl,Men,1
Levi's,Indigo,1225.0,Bottom,5.0,m,Men,2
Reebok,Blue,35.0,Top,5.0,m,Men,1
Stussy,Beige,156.0,Footwear,5.0,m,Men,1
Off-White,White,202.0,Top,5.0,l,Men,0
Military,Green,41.0,Outerwear,5.0,m,Men,1
Hanes,White,36.0,Top,5.0,m,Men,2
Nike,Black,120.0,Outerwear,5.0,xl,Men,1
Calvin Klein,Black,70.0,Top,5.0,m,Men,2
Palace,multi_color,65.0,Acceorie,5.0,m,Men,0
Ralph Lauren,Blue,80.0,Top,5.0,xl,Men,1
Saint Laurent Paris,Black,190.0,Top,5.0,s,Men,1
Kapital,Red,255.0,Acceorie,5.0,ONE SIZE,Men,0
Disney,White,40.0,Top,5.0,xl,Men,1
Distressed Denim,Denim,125.0,Bottom,5.0,xs,Men,1
Kappa,White,50.0,Top,5.0,xxl,Men,0
Lacoste,Blue,48.0,Top,5.0,l,Men,1
Avant Garde,Black,150.0,Acceorie,5.0,ONE SIZE,Men,2
Virgil Abloh,Grey,950.0,Top,5.0,m,Men,1
Russell Athletic,White,50.0,Top,5.0,l,Men,2
Mickey Mouse,White,35.0,Top,5.0,xl,Men,2
Burberry,Beige,155.0,Acceorie,5.0,ONE SIZE,Women,1
Acne Studios,Black,85.0,Top,5.0,l,Men,1
Balenciaga,Black,600.0,Footwear,5.0,s,Men,0
Band Tees,Black,45.0,Top,5.0,xl,Men,2
Harley Davidson,Purple,34.0,Top,5.0,xl,Men,2
Polo Ralph Lauren,Green,35.0,Top,5.0,xl,Men,1
The North Face,Black,280.0,Outerwear,5.0,m,Men,2
Hype,Brown,92.0,Outerwear,5.0,xl,Men,2
Puma,Grey,43.0,Top,5.0,l,Men,3
Gucci,Black,100.0,Footwear,5.0,l,Men,2
Dior,Navy,180.0,Luggage,5.0,ONE SIZE,Women,2
Hysteric Glamour,Blue,99.0,Luggage,5.0,ONE SIZE,Women,1
Prada,Blue,275.0,Top,5.0,s,Men,1
Patagonia,Orange,36.0,Outerwear,5.0,m,Men,1
Dolce & Gabbana,Green,63.0,Top,5.0,m,Men,1
Levi's Vintage Clothing,Indigo,120.0,Outerwear,5.0,m,Men,2
Dickies,Denim,52.0,Outerwear,5.0,l,Men,1
Bape,multi_color,100.0,Top,5.0,m,Men,1
MLB,Grey,80.0,Top,5.0,m,Men,2
Uniqlo,Green,97.0,Outerwear,5.0,l,Men,1
Vans,multi_color,70.0,Footwear,5.0,m,Men,0
Rick Owens Drkshdw,Black,625.0,Footwear,5.0,l,Women,0
Adidas,Blue,75.0,Footwear,5.0,m,Women,2
Gildan,Black,35.0,Top,5.0,l,Men,1
Kapital Kountry,Indigo,180.0,Top,5.0,m,Men,0
Luxury,White,139.0,Top,5.0,s,Men,1
Lee,White,77.0,Top,5.0,m,Men,1
NFL,Grey,67.0,Top,5.0,l,Men,2
Tour Tee,Black,45.0,Top,5.0,l,Men,2
Guess,Brown,41.0,Top,5.0,m,Men,1
Gap,Black,38.0,Bottom,5.0,m,Men,1
Converse,White,180.0,Footwear,5.0,s,Men,0
Versace,Gold,185.0,Acceorie,5.0,ONE SIZE,Men,1
Yves Saint Laurent,Cream,70.0,Bottom,5.0,l,Men,1
Maison Margiela,multi_color,242.0,Footwear,5.0,m,Men,1
Issey Miyake,Olive,210.0,Bottom,5.0,s,Men,1
Fruit Of The Loom,Green,38.0,Top,5.0,l,Men,2
Louis Vuitton,Black,200.0,Acceorie,5.0,ONE SIZE,Men,1
Rick Owens,multi_color,140.0,Footwear,5.0,m,Men,0
Number (N)ine,Black,215.0,Bottom,5.0,s,Men,1
NBA,Black,70.0,Top,5.0,l,Men,2
Fila,Green,45.0,Bottom,5.0,xl,Men,2
Versace Jeans Couture,Black,51.0,Top,5.0,xl,Men,1
Anti Social Social Club,Black,75.0,Top,5.0,xxl,Men,1
Undercover,Brown,278.0,Top,5.0,m,Men,1
Kanye West,Black,160.0,Top,5.0,xl,Men,0
Supreme,Black,232.0,Outerwear,5.0,s,Men,1
Takahiromiyashita The Soloist.,Blue,120.0,Acceorie,5.0,ONE SIZE,Men,2
Travis Scott,Black,35.0,Top,5.0,xl,Men,0
Tommy Hilfiger,Black,55.0,Top,5.0,xxl,Men,1
Champion,Red,41.0,Top,5.0,xl,Men,1
Hedi Slimane,multi_color,700.0,Bottom,5.0,m,Men,1
Valentino,Pink,53.0,Acceorie,5.0,ONE SIZE,Men,2
Seditionaries,White,57.0,Top,5.0,m,Men,1
Hawaiian Shirt,Grey,50.0,Top,5.0,l,Men,1
Ysl Pour Homme,Black,90.0,Top,5.0,m,Men,1
Levi's,Blue,85.0,Bottom,5.0,s,Men,3
Reebok,Black,35.0,Top,5.0,l,Men,2
Stussy,multi_color,63.0,Top,5.0,s,Men,1
Off-White,White,330.0,Footwear,5.0,s,Men,0
Military,Black,72.0,Bottom,5.0,l,Men,2
Hanes,Grey,35.0,Bottom,5.0,xs,Men,2
Nike,Black,127.0,Top,5.0,l,Men,2
Calvin Klein,Red,35.0,Top,5.0,xl,Men,0
Palace,Grey,53.0,Top,5.0,l,Men,1
Ralph Lauren,Beige,45.0,Bottom,5.0,s,Men,2
Saint Laurent Paris,Black,235.0,Top,5.0,s,Men,1
Kapital,Indigo,109.0,Top,5.0,l,Men,1
Disney,Blue,105.0,Top,5.0,xl,Men,2
Distressed Denim,Blue,105.0,Bottom,5.0,s,Men,2
Kappa,Grey,128.0,Top,5.0,l,Men,1
Lacoste,Beige,53.0,Top,5.0,xl,Men,2
Avant Garde,Black,295.0,Bottom,5.0,l,Men,0
Virgil Abloh,Black,250.0,Footwear,5.0,m,Men,2
Russell Athletic,Black,36.0,Top,5.0,m,Men,2
Mickey Mouse,Denim,205.0,Bottom,5.0,m,Men,0
Burberry,Black,55.0,Outerwear,5.0,m,Women,2
Acne Studios,White,180.0,Bottom,5.0,xs,Men,1
Balenciaga,White,250.0,Bottom,5.0,s,Men,1
Band Tees,Grey,130.0,Top,5.0,l,Men,2
Harley Davidson,Black,37.0,Top,5.0,m,Men,1
Polo Ralph Lauren,Brown,35.0,Bottom,5.0,l,Men,0
The North Face,Black,105.0,Outerwear,5.0,m,Men,1
Hype,White,65.0,Footwear,5.0,s,Men,1
Puma,White,40.0,Footwear,5.0,l,Men,0
Gucci,Blue,77.0,Acceorie,5.0,ONE SIZE,Men,0
Dior,Black,435.0,Footwear,5.0,m,Men,1
Hysteric Glamour,Blue,175.0,Bottom,5.0,s,Men,2
Prada,Black,200.0,Footwear,5.0,s,Men,1
Patagonia,Navy,107.0,Outerwear,5.0,s,Men,1
Dolce & Gabbana,Black,115.0,Bottom,5.0,l,Men,1
Levi's Vintage Clothing,Black,57.0,Bottom,5.0,l,Men,2
Dickies,Green,47.0,Bottom,5.0,l,Men,1
Bape,multi_color,150.0,Acceorie,5.0,ONE SIZE,Men,0
MLB,White,55.0,Top,5.0,xl,Men,1
Uniqlo,White,42.0,Top,5.0,xxl,Men,0
Vans,multi_color,50.0,Footwear,5.0,m,Men,2
Rick Owens Drkshdw,Black,1283.0,Footwear,5.0,xl,Men,2
Adidas,Navy,80.0,Outerwear,5.0,m,Men,1
Gildan,Grey,31.0,Top,5.0,l,Men,1
Kapital Kountry,Black,422.0,Top,5.0,m,Men,0
Luxury,multi_color,168.0,Acceorie,5.0,ONE SIZE,Men,1
Lee,Grey,45.0,Top,5.0,l,Men,0
NFL,Black,37.0,Top,5.0,l,Men,1
Tour Tee,White,50.0,Top,5.0,m,Men,1
Guess,Blue,39.0,Bottom,5.0,l,Men,2
Gap,Cream,80.0,Top,5.0,xl,Men,1
Converse,Black,115.0,Footwear,5.0,l,Women,1
Versace,Red,63.0,Top,5.0,xxl,Men,2
Yves Saint Laurent,Blue,55.0,Bottom,5.0,m,Men,1
Maison Margiela,Blue,270.0,Bottom,5.0,s,Men,0
Issey Miyake,multi_color,125.0,Top,5.0,m,Men,1
Fruit Of The Loom,White,140.0,Top,5.0,xl,Men,2
Louis Vuitton,Red,154.0,Luggage,5.0,ONE SIZE,Women,2
Rick Owens,Black,245.0,Footwear,5.0,xs,Men,1
Number (N)ine,Black,152.0,Top,5.0,m,Men,2
NBA,Red,64.0,Bottom,5.0,l,Men,0
Fila,multi_color,61.0,Outerwear,5.0,xl,Men,2
Versace Jeans Couture,Brown,80.0,Outerwear,5.0,l,Men,2
Anti Social Social Club,Black,130.0,Top,5.0,l,Men,0
Undercover,White,150.0,Top,5.0,xl,Men,2
Kanye West,Black,95.0,Top,5.0,xs,Men,0
Supreme,Green,380.0,Outerwear,5.0,l,Men,0
Takahiromiyashita The Soloist.,Black,150.0,Bottom,5.0,s,Men,1
Travis Scott,Brown,115.0,Top,5.0,m,Men,2
Tommy Hilfiger,Navy,45.0,Top,5.0,m,Men,2
Champion,Grey,44.0,Bottom,5.0,s,Men,2
Hedi Slimane,Grey,150.0,Top,5.0,xl,Men,1
Valentino,Navy,42.0,Top,5.0,l,Men,1
Seditionaries,White,75.0,Top,5.0,s,Men,2
Hawaiian Shirt,multi_color,50.0,Top,5.0,l,Men,1
Ysl Pour Homme,Beige,90.0,Top,5.0,l,Men,1
Levi's,Denim,70.0,Bottom,5.0,m,Men,3
Reebok,Purple,43.0,Top,5.0,l,Men,1
Stussy,Black,55.0,Top,5.0,m,Men,2
Off-White,Black,150.0,Top,5.0,xs,Men,1
Military,Black,48.0,Footwear,5.0,l,Men,3
Hanes,White,40.0,Top,5.0,xl,Men,2
Nike,Black,70.0,Top,5.0,m,Men,1
Calvin Klein,Denim,40.0,Bottom,5.0,xl,Men,1
Palace,multi_color,75.0,Acceorie,5.0,s,Men,0
Ralph Lauren,Grey,60.0,Top,5.0,m,Men,2
Saint Laurent Paris,White,262.0,Footwear,5.0,l,Men,2
Kapital,Khaki,167.0,Bottom,5.0,s,Men,1
Disney,White,35.0,Top,5.0,xl,Men,2
Distressed Denim,Blue,63.0,Bottom,5.0,m,Men,2
Kappa,Red,45.0,Outerwear,5.0,xl,Men,1
Lacoste,White,40.0,Top,5.0,xl,Men,1
Avant Garde,Black,48.0,Top,5.0,m,Men,1
Virgil Abloh,multi_color,1220.0,Top,5.0,xl,Men,1
Russell Athletic,Navy,34.0,Top,5.0,l,Men,2
Mickey Mouse,White,354.0,Top,5.0,l,Men,1
Burberry,Beige,100.0,Outerwear,5.0,s,Women,1
Acne Studios,Beige,120.0,Top,5.0,xl,Men,1
Balenciaga,Red,260.0,Acceorie,5.0,ONE SIZE,Men,1
Band Tees,Yellow,60.0,Top,5.0,m,Men,2
Harley Davidson,Black,35.0,Top,5.0,l,Men,3
Polo Ralph Lauren,multi_color,276.0,Acceorie,5.0,ONE SIZE,Women,0
The North Face,Blue,83.0,Outerwear,5.0,l,Men,2
Hype,Blue,230.0,Bottom,5.0,l,Men,0
Puma,White,40.0,Top,5.0,s,Men,2
Gucci,Black,120.0,Acceorie,5.0,ONE SIZE,Men,2
Dior,Black,69.0,Acceorie,5.0,ONE SIZE,Men,2
Hysteric Glamour,Blue,135.0,Bottom,5.0,s,Men,1
Prada,Black,214.0,Bottom,5.0,m,Men,1
Patagonia,Grey,125.0,Outerwear,5.0,m,Men,2
Dolce & Gabbana,Green,260.0,Outerwear,5.0,l,Men,1
Levi's Vintage Clothing,Black,65.0,Bottom,5.0,s,Men,2
Dickies,Tan,37.0,Bottom,5.0,xl,Men,2
Bape,Black,265.0,Top,5.0,m,Men,1
MLB,Navy,35.0,Top,5.0,m,Men,0
Uniqlo,Black,115.0,Bottom,5.0,m,Men,1
Vans,White,138.0,Footwear,5.0,m,Men,1
Rick Owens Drkshdw,Indigo,358.0,Bottom,5.0,m,Men,0
Adidas,Green,41.0,Outerwear,5.0,l,Men,2
Gildan,Black,55.0,Top,5.0,xl,Men,1
Kapital Kountry,Denim,580.0,Outerwear,5.0,m,Men,1
Luxury,Brown,70.0,Acceorie,5.0,ONE SIZE,Men,2
Lee,White,40.0,Bottom,5.0,s,Men,2
NFL,Purple,49.0,Top,5.0,xxl,Men,1
Tour Tee,White,90.0,Top,5.0,l,Men,2
Guess,Blue,40.0,Bottom,5.0,l,Men,1
Gap,White,53.0,Top,5.0,s,Men,1
Converse,Black,90.0,Footwear,5.0,m,Men,1
Versace,Red,75.0,Top,5.0,l,Men,1
Yves Saint Laurent,Black,875.0,Outerwear,5.0,s,Men,1
Maison Margiela,White,237.0,Footwear,5.0,m,Men,1
Issey Miyake,Blue,57.0,Top,5.0,l,Men,1
Fruit Of The Loom,Black,45.0,Top,5.0,l,Men,2
Louis Vuitton,Black,1843.0,Luggage,5.0,ONE SIZE,Women,1
Rick Owens,Brown,160.0,Footwear,5.0,xs,Men,2
Number (N)ine,Blue,95.0,Bottom,5.0,m,Men,1
NBA,Purple,54.0,Top,5.0,xl,Men,1
Fila,Red,43.0,Outerwear,5.0,xl,Men,1
Versace Jeans Couture,Blue,69.0,Bottom,5.0,m,Men,1
Anti Social Social Club,Black,89.0,Top,5.0,l,Men,0
Undercover,multi_color,96.0,Top,5.0,s,Men,2
Kanye West,Black,140.0,Top,5.0,m,Men,0
Supreme,Navy,160.0,Top,5.0,l,Men,1
Takahiromiyashita The Soloist.,White,720.0,Top,5.0,xl,Men,1
Travis Scott,Brown,300.0,Footwear,5.0,xl,Men,2
Tommy Hilfiger,Blue,51.0,Outerwear,5.0,xl,Men,1
Champion,Navy,160.0,Top,5.0,l,Men,1
Hedi Slimane,Black,250.0,Bottom,5.0,xs,Men,2
Valentino,Green,60.0,Top,5.0,l,Men,2
Seditionaries,Black,35.0,Top,5.0,m,Men,1
Hawaiian Shirt,White,180.0,Top,5.0,l,Men,2
Ysl Pour Homme,Blue,40.0,Top,5.0,m,Men,2
Levi's,Denim,110.0,Bottom,5.0,s,Men,2
Reebok,Blue,43.0,Top,5.0,xl,Men,2
Stussy,Red,36.0,Top,5.0,m,Men,2
Off-White,White,155.0,Top,5.0,s,Men,1
Military,Green,40.0,Acceorie,5.0,ONE SIZE,Men,3
Hanes,White,63.0,Top,5.0,xl,Men,1
Nike,Black,65.0,Top,5.0,l,Men,1
Calvin Klein,White,70.0,Footwear,5.0,s,Men,1
Palace,Black,231.0,Outerwear,5.0,xl,Men,0
Ralph Lauren,Orange,216.0,Outerwear,5.0,l,Men,1
Saint Laurent Paris,Black,343.0,Top,5.0,m,Men,1
Kapital,White,150.0,Outerwear,5.0,l,Men,1
Disney,Cream,40.0,Top,5.0,l,Men,2
Distressed Denim,Green,120.0,Bottom,5.0,m,Men,2
Kappa,Navy,50.0,Top,5.0,xl,Men,2
Lacoste,Black,99.0,Top,5.0,xl,Men,0
Avant Garde,Black,68.0,Top,5.0,l,Men,1
Virgil Abloh,Navy,900.0,Bottom,5.0,s,Men,1
Russell Athletic,Black,45.0,Top,5.0,m,Men,2
Mickey Mouse,Black,35.0,Top,5.0,m,Men,2
Burberry,Tan,174.0,Outerwear,5.0,xl,Men,2
Acne Studios,Green,55.0,Top,5.0,xl,Men,1
Balenciaga,Red,240.0,Footwear,5.0,l,Men,1
Band Tees,Black,53.0,Top,5.0,l,Men,2
Harley Davidson,Black,40.0,Top,5.0,m,Men,2
Polo Ralph Lauren,Yellow,35.0,Top,5.0,xl,Men,0
The North Face,Camo,170.0,Outerwear,5.0,m,Men,1
Hype,Blue,100.0,Outerwear,5.0,m,Men,1
Puma,multi_color,50.0,Footwear,5.0,m,Men,2
Gucci,Beige,510.0,Footwear,5.0,l,Men,1
Dior,Blue,150.0,Acceorie,5.0,ONE SIZE,Men,2
Hysteric Glamour,Black,155.0,Bottom,5.0,s,Men,2
Prada,Black,744.0,Top,5.0,m,Men,1
Patagonia,Grey,65.0,Top,5.0,xl,Men,2
Dolce & Gabbana,Grey,200.0,Outerwear,5.0,l,Men,1
Levi's Vintage Clothing,Blue,40.0,Bottom,5.0,s,Men,1
Dickies,Olive,39.0,Outerwear,5.0,m,Men,1
Bape,Denim,298.0,Bottom,5.0,l,Men,2
MLB,Black,58.0,Outerwear,5.0,m,Men,2
Uniqlo,multi_color,74.0,Acceorie,5.0,ONE SIZE,Men,1
Vans,Black,220.0,Footwear,5.0,xl,Men,0
Rick Owens Drkshdw,Black,100.0,Footwear,5.0,s,Men,2
Adidas,Blue,45.0,Top,5.0,m,Men,2
Gildan,Black,54.0,Top,5.0,l,Men,1
Kapital Kountry,Beige,350.0,Top,5.0,xxl,Men,0
Luxury,Brown,150.0,Acceorie,5.0,ONE SIZE,Men,2
Lee,Blue,130.0,Bottom,5.0,l,Men,0
NFL,Blue,43.0,Top,5.0,l,Men,2
Tour Tee,Grey,60.0,Top,5.0,m,Men,2
Guess,Tan,50.0,Outerwear,5.0,l,Men,2
Gap,Blue,85.0,Outerwear,5.0,l,Men,2
Converse,Black,70.0,Footwear,5.0,s,Men,2
Versace,White,70.0,Top,5.0,m,Men,2
Yves Saint Laurent,multi_color,125.0,Acceorie,5.0,ONE SIZE,Men,0
Maison Margiela,Pink,200.0,Footwear,5.0,m,Men,2
Issey Miyake,Green,161.0,Top,5.0,m,Men,2
Fruit Of The Loom,Black,320.0,Top,5.0,l,Men,2
Louis Vuitton,Black,355.0,Acceorie,5.0,ONE SIZE,Men,1
Rick Owens,Black,193.0,Footwear,5.0,l,Men,1
Number (N)ine,Grey,70.0,Bottom,5.0,s,Men,3
NBA,Black,42.0,Outerwear,5.0,m,Men,1
Fila,Blue,31.0,Outerwear,5.0,l,Men,2
Versace Jeans Couture,Black,50.0,Top,5.0,l,Men,1
Anti Social Social Club,Black,161.0,Top,5.0,xl,Men,0
Undercover,White,110.0,Top,5.0,m,Men,2
Kanye West,Black,170.0,Top,5.0,l,Men,0
Supreme,Gold,104.0,Top,5.0,l,Men,0
Takahiromiyashita The Soloist.,Black,120.0,Bottom,5.0,m,Men,2
Travis Scott,Black,810.0,Footwear,5.0,xl,Men,0
Tommy Hilfiger,Beige,65.0,Bottom,5.0,m,Men,1
Champion,White,69.0,Top,5.0,xl,Men,2
